#Time,Z,X,Y,Total Gs,
12.570000 -0.894737 -0.263158 0.000000 0.932634
12.690000 -0.894737 -0.315789 0.000000 0.948829
12.810000 -0.894737 -0.315789 -0.058824 0.950651
12.930000 -0.894737 -0.421053 -0.117647 0.995831
13.050000 -0.947368 -0.421053 -0.117647 1.043376
13.170000 -0.947368 -0.473684 -0.117647 1.065704
13.290000 -0.894737 -0.526316 -0.117647 1.044702
13.410000 -0.894737 -0.578947 -0.176471 1.080220
13.530000 -0.894737 -0.631579 -0.176471 1.109319
13.650000 -0.842105 -0.684211 -0.176471 1.099285
13.770000 -0.789474 -0.789474 -0.235294 1.141009
13.890000 -0.736842 -0.842105 -0.294118 1.156971
14.010000 -0.736842 -0.894737 -0.294118 1.195824
14.130000 -0.684211 -0.894737 -0.294118 1.164132
14.250000 -0.631579 -0.947368 -0.352941 1.192043
14.370000 -0.526316 -0.947368 -0.352941 1.139773
14.490000 -0.578947 -1.000000 -0.411765 1.226674
14.610000 -0.473684 -1.000000 -0.411765 1.180647
14.730000 -0.368421 -1.000000 -0.411765 1.142490
14.850000 -0.263158 -1.000000 -0.529412 1.161692
14.970000 -0.210526 -1.000000 -0.470588 1.125066
15.090000 -0.157895 -1.000000 -0.529412 1.142457
15.210000 -0.052632 -0.947368 -0.470588 1.059118
15.330000 0.052632 -0.894737 -0.470588 1.012313
15.450000 0.157895 -0.842105 -0.470588 0.977510
15.570000 0.263158 -0.789474 -0.470588 0.956020
15.690000 0.315789 -0.789474 -0.529412 1.001633
15.810000 0.368421 -0.684211 -0.470588 0.908478
15.930000 0.473684 -0.631579 -0.470588 0.919088
16.050000 0.526316 -0.578947 -0.529412 0.944704
16.170000 0.631579 -0.526316 -0.352941 0.894689
16.290000 0.684211 -0.473684 -0.411765 0.928478
16.410000 0.736842 -0.368421 -0.411765 0.920989
16.530000 0.789474 -0.315789 -0.411765 0.944744
16.650000 0.789474 -0.210526 -0.470588 0.942891
16.770000 0.789474 -0.157895 -0.411765 0.904295
16.890000 0.842105 -0.105263 -0.470588 0.970399
17.010000 0.894737 -0.052632 -0.411765 0.986344
17.130000 0.842105 -0.052632 -0.411765 0.938862
17.250000 0.894737 -0.052632 -0.411765 0.986344
17.370000 0.842105 0.000000 -0.411765 0.937385
17.490000 0.842105 0.000000 -0.411765 0.937385
17.610000 0.894737 0.052632 -0.411765 0.986344
17.730000 0.894737 0.105263 -0.411765 0.990548
17.850000 0.789474 0.105263 -0.411765 0.896604
17.970000 0.842105 0.157895 -0.411765 0.950590
18.090000 0.842105 0.315789 -0.352941 0.966143
18.210000 0.842105 0.315789 -0.352941 0.966143
18.330000 0.789474 0.368421 -0.352941 0.939984
18.450000 0.842105 0.263158 -0.235294 0.913103
18.570000 1.052632 0.368421 0.176471 1.129119
18.690000 1.105263 0.368421 0.176471 1.178339
18.810000 1.105263 0.368421 0.176471 1.178339
18.930000 1.157895 0.526316 0.235294 1.293481
19.050000 1.157895 0.526316 0.176471 1.284083
19.170000 1.157895 0.473684 0.117647 1.256558
19.290000 1.105263 0.473684 -0.058824 1.203928
19.410000 1.210526 0.473684 -0.117647 1.305217
19.530000 -0.263158 -0.315789 -0.117647 0.427570
